"Director","Producer","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Éric Rohmer","Margaret Ménégoz","Orion Pictures","Les Films du Losange, Compagnie Éric Rohmer","PG","Romance, Comedy","French (France)","Feb 14, 1987, Original","$21.9K","1h 43m","The lives of various young French people intersect in a recently constructed suburb near Paris. Blanche (Emmanuelle Chaulet), an uptight office worker, falls for the handsome Alexandre (Francois-Eric Gendron), whom she meets through her vibrant new friend, Lea (Sophie Renoir). Unfortunately for Blanche, Alexandre is dating the artistic Adrienne (Anne-Laure Meury), while Lea is seeing Fabien (Eric Viellard). Before long, though, these relationships shift, leading to new romantic pairings.",100,80,"Boyfriends and Girlfriends"
