"Director","Producer","Rating","Genre","Original Language","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Robert Lieberman","Robert Schaffel","PG","Drama","English","May 3, 2005","2h 2m","J.P. Tannen (Jon Voight) is a divorced father of three. His children now live with their mother, Kathleen (Millie Perkins), and stepfather, Mitchell (Richard Crenna). But J.P. wants to be more involved in their lives, so he takes them on a Mediterranean cruise. The vacation is going well until J.P. learns that something happened to the kids' mother back home. He struggles with the decision of whether to tell them or let them enjoy their holiday in blissful ignorance for a while longer.",67,59,"Table for Five"
