"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Randa Haines","Burt Sugarman, Patrick J. Palmer","Hesper Anderson, Mark Medoff","Paramount Pictures","Paramount Pictures","R","Drama","English","Oct 3, 1986, Original","Jan 1, 2011","$26.8M","1h 57m","Starting his new job as an instructor at a New England school for the deaf, James Leeds (William Hurt) meets Sarah Norman (Marlee Matlin), a young deaf woman who works at the school as a member of the custodial staff. A romance slowly develops between the pair in spite of Sarah's withdrawn emotional state due in part to her difficult relationship with her mother (Piper Laurie). Matlin, who is deaf in real life, won the Academy Award for Best Actress for this, her first film role.",81,78,"Children of a Lesser God"
