"Director","Producer","Screenwriter","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Anthony Chen","Ann Hwee Sim, Yuni Hadi, Anthony Chen","Anthony Chen","Drama","English","Oct 14, 2016","$46.5K","1h 39m","A hardworking mother (Yann Yann Yeo) becomes jealous of her rambunctious son's (Koh Jia Ler) close bond with his nanny (Angela Bayani).",100,78,"Ilo Ilo"
