"Director","Producer","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"James Keach","Clint Eastwood, David Valdes","PG","Drama","English","Jan 1, 2009","$71.7K","1h 50m","Surround","During the Great Depression, Mr. Cox (Robert Duvall) is a talented oil prospector who's yet to strike it rich. During a windstorm, Cox takes refuge in a small Texas farmhouse owned by Don Day (Aidan Quinn), who is struggling to provide for his wife, Cora (Frances Fisher), and their three young daughters. When Cox gets the feeling there's oil on the Days' property, he seeks financial backing from an oil baron named Big Dave (Brian Dennehy), who's reluctant to help.",50,42,"The Stars Fell on Henrietta"
