"Director","Producer","Screenwriter","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Danny Pang, Oxide Chun Pang","Peter Ho-Sun Chan, Lawrence Cheng","Yuet-Jan Hui, Danny Pang, Oxide Chun Pang","Palm Pictures","R","Horror, Mystery & Thriller","Chinese","Jun 6, 2003, Limited","Feb 15, 2017","$503.7K","1h 38m","Surround, Dolby SR, Dolby Digital, Dolby EX, Dolby A, Dolby Stereo","Flat (1.85:1)","After 18 years of blindness, 20-year-old violinist Wong Kar Mun (Lee Sin-Je) regains her vision when she undergoes a corneal transplant. She's overjoyed with the procedure, but Mun's elation dissipates when she begins experiencing ghostly encounters. Desperate to discover why she now sees ghosts, Mun turns to a psychologist, Dr. Wah (Lawrence Chou), who believes the new corneas are causing the problem. When Mun and Wah travel to her cornea donor's hometown to investigate, her symptoms worsen.",64,72,"The Eye"
