"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Michael Powell, Emeric Pressburger","Michael Powell, Emeric Pressburger","Michael Powell, Emeric Pressburger","Independent Producers, The Archers","Drama, War, Romance","English (United Kingdom)","Jun 10, 1943, Original","May 4, 1945","Mar 8, 2017","2h 43m","General Candy (Roger Livesey), who's overseeing an English squad in 1943, is a veteran leader who doesn't have the respect of the men he's training and is considered out-of-touch with what's needed to win the war. But it wasn't always this way. Flashing back to his early career in the Boer War and World War I, we see a dashing young officer whose life has been shaped by three different women (all played by Deborah Kerr), and by a lasting friendship with a German soldier.",97,90,"The Life and Death of Colonel Blimp"
