"Director","Producer","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Gillian Armstrong","David Elfick, Richard Brennan","PG, TV-MA","Musical, Comedy","English","Mar 24, 1982, Limited","Aug 23, 2018","1h 40m","Surround","A Sydney teen (Jo Kennedy) tries to make it as a rock singer, with help from her odd 14-year-old cousin (Ross O'Donovan).",83,77,"Starstruck"
