"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Ben Peyser, Scott Rutherford","Luc Des Groseillers, Nate Parker, Adam Mutchler, Hernany Perla","Andrew Knauer, Arthur Pielli","The Film Arcade","Perlapartment Pictures, Flying Monkeys Entertainment","R (Pervasive Language|Brief Graphic Nudity|Some Drug Use|Strong Sexual Content|Violence)","Comedy, Horror","English","Oct 11, 2013, Limited","Mar 17, 2015","$7.3K","1h 23m","The horny spirit of an Asian prostitute wants a piece of the action when two roommates (Carlos Santos, J.R. Villarreal) try to woo a beautiful ghost-hunter (Fernanda Romero) who's trying to prove their house is haunted.",36,67,"Ghost Team One"
