"Director","Producer","Screenwriter","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Nicolas Roeg","Rick McCallum","Allan Scott","Cannon Film Distributors","R","Drama","English","Sep 11, 1987, Original","$229.9K","1h 57m","Surround","A London secretary (Amanda Donohoe) answers an ad to join a man (Oliver Reed) on a tropical island and be his wife.",91,73,"Castaway"
