"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Synopsis","Critics","Audiences","Title"
"Alec Tibaldi","Michael Hoopingarner, Nikil Shyam Sunder, Madeleine Tibaldi","Thomai Hatsios, Alec Tibaldi","Indican Pictures","SFP","Drama","English","Dec 13, 2019, Limited","Dec 15, 2019","$5.5K","When two outsiders arrive in an isolated community, a 17-year old girl begins to question her role at home and wonders what a future out in the world-at-large could be.",100,NA,"Spiral Farm"
