"Director","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Noel Marshall","American Filmworks","PG","Adventure","English","Apr 17, 2015, Limited","Jun 26, 2017","$106.8K","1h 42m","A woman and her family travel to Africa to meet a scientist who lives with wild animals.",72,51,"Roar"
