"Director","Screenwriter","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"John Cassavetes","John Cassavetes","PG-13","Drama","English","Dec 25, 1977, Limited","Nov 29, 2011","$10.5K","2h 24m","Actress Myrtle Gordon (Gena Rowlands) is a functioning alcoholic actress who is a few days from the opening night of her latest play, concerning a woman distraught about aging. One night a car kills one of Myrtle's fans who is chasing her limousine in an attempt to get the star's attention. Myrtle internalizes the accident and goes on a spiritual quest, but fails to finds the answers she is after. As opening night inches closer and closer, fragile Myrtle must find a way to make the show go on.",96,90,"Opening Night"
