"Director","Producer","Screenwriter","Distributor","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Sean Baker","Blake Ashman, Kevin Chinoy, Francesca Silvestri, Patrick Cunningham, Chris Maybach","Sean Baker, Chris Bergoch","Music Box Films","Drama","English","Nov 9, 2012, Limited","Nov 4, 2013","$86.2K","1h 47m","A young woman (Dree Hemingway) finds a fortune stashed in a yard-sale thermos and befriends the crotchety oldster (Besedka Johnson) from whom she bought it.",87,69,"Starlet"
