"Director","Production Co","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Lakshmi Ramakrishnan","Monkey Creative Labs","Drama","Tamil","1h 49m","Vasu and Radha, an elderly couple who were madly in love, face problems when Vasu, a former army officer, gets diagnosed with Alzheimer's and Radha must deal with his changing behavior.",100,NA,"House Owner"
