"Director","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Hall Bartlett","Paramount Pictures","G","Drama","English","Oct 23, 1973, Original","Jun 15, 2011","2h 0m","Based on the book by Richard Bach. A seagull's pursuit of perfection leads him to a higher awareness.",8,61,"Jonathan Livingston Seagull"
