"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Jean-Marc Vallée","Pierre Even, Marie-Claude Poulin","Jean-Marc Vallée, Jean-Marc Vallée","Item 7, Backup Media, Monkey Pack Films","Drama","French (Canada)","May 7, 2017","2h 0m","Dolby Digital","Parallel stories revolve around a present-day disc jockey (Kevin Parent) and a single mother (Vanessa Paradis) in the 1960s.",64,76,"Café de Flore"
