"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Nitzan Gilady","Nitzan Gilady","Nitzan Gilady","Strand Releasing","Drama","English","Dec 20, 2016","$56.2K","1h 22m","A young woman with a mental deficiency falls in love with a factory owner's son.",80,84,"Wedding Doll"
