"Director","Producer","Screenwriter","Distributor","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Kent MacKenzie","Kent MacKenzie","Kent MacKenzie","Pathé Contemporary Films","Drama","English","Jul 13, 1961, Original","Nov 17, 2009","$26.5K","1h 20m","In a Native American neighborhood in Los Angeles, Homer (Homer Nish) lives with his pregnant wife, Yvonne (Yvonne Williams), in a crowded apartment. While Homer goes drinking with his friend Tommy (Tom Reynolds), Yvonne is left at a movie by herself. As the men get progressively drunker, Yvonne realizes her husband is not coming home. Meanwhile, Homer and Tommy wander through the nighttime city, looking for fights, playing poker and discussing their problems as Native Americans.",89,70,"The Exiles"
