"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Anurag Mehta","Taylor MacCrae","Anurag Mehta","Dream Merchants Pictures","R (Some Sexual Dialogue)","Drama","English","Apr 5, 2002, Original","$126.0K","1h 32m","Mono","College senior Sureel (Aalok Mehta) has always deceived his strict Indian parents in order to fit into American society. When his father (Paresh Rawal) finds out he is studying music and playing in a band rather than getting his pre-med degree, he is furious. After getting kicked out of the band, Sureel breaks up with his white girlfriend and starts dating Maya (Sheetal Sheth), another Indian-American -- but both are alarmed when his parents instantly start planning their wedding.",52,77,"American Chai"
