"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Federico Fellini","Jacques Bar","Federico Fellini, Ennio Fellini, Tullio Pinelli","Criterion Collection, Janus Films","Cité Films","Comedy, Drama","Italian","Aug 26, 1953, Wide","Mar 11, 2017","$97.9K","1h 43m","Mono","35mm, Flat (1.37:1)","Five young men dream of success as they drift lazily through life in a small Italian village. Fausto (Franco Fabrizi), the group's leader, is a womanizer; Riccardo craves fame; Alberto (Alberto Sordi) is a hopeless dreamer; Moraldo (Franco Interlenghi) fantasizes about life in the city; and Leopoldo (Leopoldo Trieste) is an aspiring playwright. As Fausto chases a string of women, to the horror of his pregnant wife, the other four blunder their way from one uneventful experience to the next.",100,90,"I Vitelloni"
