"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Woody Allen","Axel Anderson, Antonio Encarnacion, Jack Grossberg, Manolon Villamil","Woody Allen, Mickey Rose","Rollins-Joffe Productions","PG-13","Comedy","English","Apr 28, 1971, Limited","Sep 16, 2008","1h 22m","Mono","35mm","In this early Woody Allen comedy, the director stars as Fielding Mellish, a hapless product-testing New Yorker desperately attempting to impress a young and attractive social activist named Nancy (Louise Lasser). When Mellish travels to the turbulent country of San Marcos, he falls in with resistance fighters and, before long, becomes drafted as their leader. While Mellish's position of authority wins Nancy over, he has to deal with the many burdens of being a revolutionary leader.",83,74,"Bananas"
