"Director","Producer","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"William Wyler","William Wyler","MCA, Paramount Pictures","Paramount Pictures","Drama","English","Oct 6, 1949, Wide","Feb 6, 2007","1h 55m","Catherine (Olivia de Havilland), a young woman who stands to inherit her father's large fortune, falls in love when she meets Morris (Montgomery Clift), who gives her the love and affection her father doesn't, and which she desperately needs. Catherine's father (Ralph Richardson), believing Morris is only after the money, tells Catherine she will be disinherited if she marries him. Morris' true intentions are put to the test when he finds out about the amended will.",100,93,"The Heiress"
