"Director","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Jean-Pierre Melville","Jean-Pierre Melville","Rialto Pictures","Les Films Corona, Selenia Cinematografica","Crime, Drama","French (France)","Jan 2, 1970, Wide","Jan 10, 2003","Oct 8, 2016","$58.1K","2h 20m","Mono","When French criminal Corey (Alain Delon) gets released from prison, he resolves to never return. He is quickly pulled back into the underworld, however, after a chance encounter with escaped murderer Vogel (Gian Maria Volonte). Along with former policeman and current alcoholic Jansen (Yves Montand), they plot an intricate jewel heist. All the while, quirky Police Commissioner Mattei (Bourvil), who was the one to lose custody of Vogel, is determined to find him.",96,92,"The Red Circle"
