"Director","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Rowdy Herrington","Lyle Kessler","Columbia Pictures Corporation, Price Entertainment","R","Action","English","Apr 16, 2012","$8.1M","1h 42m","Stereo, Surround","After whipping a rival in a brawl, Chicago teen Tommy Riley (James Marshall) is asked to box in the illegal fights organized by Jimmy Horn (Brian Dennehy). Tommy has bigger aspirations, but when Jimmy agrees to cover the betting debts his father (John Heard) incurred, Tommy agrees. He soon befriends Abraham Lincoln Haines (Cuba Gooding Jr.), a black boxer helping to support his family. When Jimmy realizes that the friends are his two top draws, he matches them in a bout neither wants.",31,69,"Gladiator"
