"Director","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Lucy Brydon","Drama","English","1h 35m","A photographer tries to reconnect with her family while seeking treatment for anorexia.",92,NA,"Body of Water"
