"Director","Producer","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Gillo Pontecorvo","Antonio Musu, Yacef Saadi","Rialto Pictures, Image Entertainment Inc., Criterion Collection, Rizzoli","Cashbah, Igor Film","War, History, Drama","Arabic","Sep 20, 1967, Wide","Oct 7, 2016","Jan 14, 2017","$55.9K","2h 5m","Mono","Paratrooper commander Colonel Mathieu (Jean Martin), a former French Resistance fighter during World War II, is sent to 1950s Algeria to reinforce efforts to squelch the uprisings of the Algerian War. There he faces Ali la Pointe (Brahim Haggiag), a former petty criminal who, as the leader of the Algerian Front de Liberation Nationale, directs terror strategies against the colonial French government occupation. As each side resorts to ever-increasing brutality, no violent act is too unthinkable.",99,95,"The Battle of Algiers"
