"Director","Producer","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Anjelica Huston","Gary Hoffman","Out of Carolina Productions","R","Drama","English","Dec 15, 1996, Original","1h 37m","Surround","Anney (Jennifer Jason Leigh), a poor single mother from the rural South, struggles to raise her young daughter, Bone (Jena Malone). They seem to find happiness when Anney marries a kindly man named Lyle (Dermot Mulroney) who treats Bone like his own child. However, after Lyle is killed in an automobile accident, Anney remarries to the hotheaded Glen (Ron Eldard), who abuses Bone physically and sexually, and begins to tear the once tight-knit family apart.",100,84,"Bastard Out of Carolina"
