"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Nadav Lapid","Osnat Handelsman-Keren, Talia Kleinhendler, Judith Lou Lévy, Eve Robin","Nadav Lapid","Kino Lorber","Decia Films, 24 25 Films, Pie Films, Srab Films, Nord-Ouest Films, Komplizen Film, Mandarin Production, Les Films du Bal, arte France Cinéma, Les Films Velvet, ZDF/Arte","Drama","Hebrew","Mar 18, 2022, Limited","Jun 14, 2022","$52.6K","1h 49m","Scope (2.35:1)","A celebrated Israeli filmmaker named Y arrives in a remote desert village to present one of his films at a local library. Struggling to cope with the recent news of his mother's terminal illness, he is pushed into a spiral of rage when the host of the screening, a government employee, asks him to sign a form placing restrictions on what he can say at the film's Q&A. Told over the course of one day, the film depicts Y as he battles against the loss of freedom in his country and the fear of losing his mother.",74,50,"Ahed's Knee"
