"Director","Producer","Screenwriter","Distributor","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Alfonso Cuarón","Alfonso Cuarón, Jorge Vergara","Alfonso Cuarón, Carlos Cuarón","IFC Films","Comedy, Drama","Spanish","Mar 15, 2002, Wide","Sep 27, 2016","$13.6M","1h 45m","Dolby Stereo, Dolby Digital, Surround, Dolby A, Dolby SR","The lives of Julio and Tenoch, like those of 17-year old boys everywhere, are ruled by raging hormones, intense friendships, and a headlong rush into adulthood. Over the course of a summer, the two best friends, while living out a carefree cross-country escapade with a gorgeous older woman, also find connection with each other, themselves and the world around them.",90,88,"Y tu mamá también"
