"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"David Bruckner","Clive Barker, David S. Goyer, Keith Levine, Marc Toberoff","Ben Collins, Luke Piotrowski, David S. Goyer","Spyglass Media Group, Phantom 4 Films, 20th Century Studios","R","Horror, Mystery & Thriller","English","Oct 7, 2022","2h 1m","Dolby Digital","Scope (2.35:1)","A new take on Clive Barker's 1987 horror classic in which a young woman struggling with addiction comes into possession of an ancient puzzle box, unaware that its purpose is to summon the Cenobites, a group of sadistic supernatural beings from another dimension.",67,58,"Hellraiser"
