"Director","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Louis Malle","Louis Malle","NEF Filmproduktion, Nouvelles Éditions de Films (NEF), Stella Film, MK2 Productions","PG","Drama","French (France)","Oct 7, 1987, Original","Oct 15, 2020","1h 44m","Surround","In 1943, Julien (Gaspard Manesse) is a student at a French boarding school. When three new students arrive, including Jean Bonnett (Raphael Fejto), Julien believes they are no different from the other boys. What Julien doesn't know is that the boys are actually Jews who are evading capture by the Nazis. While Julien doesn't care for Jean at first, the boys develop a tight bond -- while the head of the school, Père Jean (Philippe Morier-Genoud), works to protect the boys from the Holocaust.",97,93,"Au Revoir, les enfants"
