"Director","Producer","Screenwriter","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Jahmil X.T. Qubeka","Michael Auret, Thórdur Bragi Jónsson, Heather Millard","Jahmil X.T. Qubeka","Drama, Mystery & Thriller","English","Jan 27, 2018","1h 41m","A high school teacher in rural South Africa starts an affair with a pupil.",83,60,"Of Good Report"
