"Director","Producer","Distributor","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Zhang-Ke Jia","Shozo Ichiyama, Li Kit Ming","New Yorker Films","Drama","Chinese","Mar 28, 2003, Original","Nov 15, 2011","$8.1K","1h 53m","Stereo","An unemployed slacker (Zhao Wei Wei) grows apart from his girlfriend, while his like-minded pal (Wu Qiong) chases a woman.",61,68,"Unknown Pleasures"
