"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"George Miller","Thomas H. Brodek, Mace Neufeld","Marc Norman","United Artists, Mace Neufeld Productions","PG","Adventure","English","Mar 15, 1985, Limited","Jan 17, 2017","1h 38m","Surround","Edgar (Christopher Reeve) is a former military flyer, scarred by a training tragedy and now working as an airmail pilot. His route is through the rugged Northwest, from Nevada to Washington. It's difficult at the best of times, but when he's stuck with an obnoxious rich girl, Tillie (Rosanna Arquette), as a passenger, it becomes treacherous. After Edgar crashes, the pair must put their bickering to bed in order to survive in the wilderness, with wolves stalking them and civilization far away.",20,44,"The Aviator"
