"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Andy Garcia","Andy Garcia, Frank Mancuso Jr.","G. Cabrera Infante","CineSon Prods., Lionsgate Films","R (Violence)","Drama, History","English","Sep 3, 2005, Original","Apr 28, 2006","Mar 23, 2017","$2.5M","2h 23m","Dolby","Fico Fellove (Andy Garcia), an apolitical Havana club owner, gets caught in the middle when Fidel Castro's Communist Revolution sweeps through Cuba. He tries to keep the strife outside the walls of his popular establishment, but his family becomes divided when his brothers (Nestor Carbonell, Enrique Murciano) join the fight against Batista.",26,64,"The Lost City"
