"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Alfred Hitchcock","Alfred Hitchcock","John Michael Hayes, Cornell Woolrich","Paramount Pictures","Paramount Pictures, Patron Inc.","PG","Mystery & Thriller","English","Sep 1, 1954, Wide","Aug 25, 2024","Aug 18, 2015","$1.6M","1h 52m","Flat (1.37:1)","A newspaper photographer with a broken leg passes time recuperating by observing his neighbors through his window. He sees what he believes to be a murder, and decides to solve the crime himself. With the help of his nurse and wife, he tries to catch the murderer without being killed himself.",98,95,"Rear Window"
