"Director","Screenwriter","Production Co","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Filip Zylber","Wiktor Piątkowski, Marzanna Polit","Netflix","Romance, Comedy","Polish","Feb 11, 2021","1h 41m","A celebrity journalist and renowned womanizer starts to rethink his life choices after he falls for a mysterious model who leads a double life.",17,32,"Squared Love"
