"Director","Producer","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"George Schlatter","George Schlatter","PG","Comedy, Drama, LGBTQ+","English","Sep 29, 1976, Limited","Sep 1, 2009","1h 32m","Ben (Redd Foxx) loses his wife, Beatrice (Pearl Bailey), to his own brother, so he takes a bus to Los Angeles to seek consolation from his son, Norman (Michael Warren). Instead of comfort, he finds himself shocked to learn that Norman is gay and shares his apartment with the flamboyant Garson (Dennis Dugan). Ben and Norman have a spat, the son walks out, and the homophobic old man is left to spend the night with Garson -- who tries his best to win over and cheer up Ben.",40,70,"Norman... Is That You?"
