"Director","Screenwriter","Production Co","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"María Alche","María Alche","Pandora Filmproduktion","Drama","Spanish","Aug 1, 2019","1h 31m","A woman's world becomes strange and fragile after the death of her sister.",100,NA,"Familia sumergida"
