"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Jean-Claude Tramont","Leonard Goldberg, Jerry Weintraub","W.D. Richter","Universal/Universal Int","R","Comedy","English","Dec 14, 2004","1h 28m","The manager (Gene Hackman) of an all-night Los Angeles drugstore has a midlife fling with his son's (Dennis Quaid) married girlfriend (Barbra Streisand).",33,23,"All Night Long"
