"Director","Producer","Screenwriter","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Céline Sciamma","Bénédicte Couvreur","Céline Sciamma, Céline Sciamma","Drama","French (Canada)","Feb 5, 2015","$113.8K","1h 24m","A 10-year-old girl (Zoé Héran) moves into a new neighborhood and decides to dress like a boy.",96,83,"Tomboy"
