"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (DVD)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Christopher Hampton","Norma Heyman","Christopher Hampton","Twentieth Century Fox, Capitol Films","R","Drama","English","Jun 7, 2005","$70.4K","1h 35m","Surround","In 1880s London, pornographic bookseller Verloc (Bob Hoskins) is a double agent for the Russian government, providing information to Chief Inspector Heat (Jim Broadbent) about a lazy anarchist organization. In order for the anarchists to be arrested, an act of terrorism must occur. So Verloc decides to set up bombs -- which leads to tragedy -- not only for himself but also for his family, including wife Winnie (Patricia Arquette) and brother-in-law, Stevie (Christian Bale).",50,28,"Joseph Conrad's The Secret Agent"
