"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Streaming)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Mitch Jenkins","Thomas Brown, Michael Elliott, Jim Mooney","Alan Moore","Lex Films, EMU Films","Fantasy, Drama","English","Oct 5, 2021","1h 55m","Scope (2.35:1)","A man goes on a mission to locate a stolen artifact for a client, which leads him to a haunted town full of vampires, sleeping beauties and Voodoo gangsters.",75,70,"The Show"
