"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Olmo Omerzu","Jiri Konecny","Olmo Omerzu, Petr Pýcha","Ceská Televize, Endorfilm, Punkchart films, Cvinger Film","Drama","Czech","1h 30m","An ageing proprietor of a technology company discovers that someone within the company has been embezzling funds and his suppliers haven't been paid for months.",71,NA,"Bird Atlas"
