"Director","Genre","Original Language","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Sébastien Pilote","Drama","French (Canada)","$225.8K","1h 36m","A frustrated teenager frees herself from her mother's influence and her narrow life in a small, industrial town to find out who she really is.",100,74,"The Fireflies Are Gone"
