"Director","Producer","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Matías Meyer","Julio Bárcenas, Israel Cárdenas, Laura Amelia","Drama","Spanish","Apr 17, 2020","1h 19m","A youth meets an 11-year-old girl who changes his life forever.",40,NA,"Yo"
