"Director","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Andrew Black","Excel Entertainment","Bestboy Pictures, Camera 40 Productions","PG (Mild Thematic Elements)","Romance, Comedy","English","Dec 5, 2003, Original","Feb 27, 2017","$369.3K","1h 42m","Surround","In this modern take on the Jane Austen classic, Elizabeth (Kam Heskin), an earnest college student at Brigham Young University, is more focused on her studies than on scoping out prospective husbands. But then two wildly different suitors -- smooth-talking womanizer Jack Wickham (Henry Maguire) and straitlaced businessman Darcy (Orlando Seale) -- attempt to win her over. Aided by her friends, Elizabeth must struggle to find love and choose Mr. Right.",66,56,"Pride & Prejudice"
