"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Yves Robert","Alain Poiré","Jérôme Tonnerre, Yves Robert","Film Movement","Gaumont Production, Les Productions de la Guéville, TF1 Films Production","PG","Drama","French (France)","Mar 20, 2017","1h 38m","Surround","Longing to return to the hills he grew to love during a magical summer holiday, 11-year-old Marcel (Julien Ciamaca) finds happiness once again when his father, Joseph (Philippe Caubère), is provided access to a private footpath they can use to easily travel from Marseilles to Provence. Years later as an adult, Marcel purchases a castle and realizes it is the same estate his adoring mother Augustine (Nathalie Roussel) was always terrified to cross along their journey.",73,87,"My Mother's Castle"
