"Director","Producer","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Kevin Reynolds","Barrie M. Osborne, Pat Kehoe","Warner Brothers/Seven Arts","PG","Comedy, Drama","English","Mar 27, 2016","1h 31m","Stereo, Surround","Gardner Barnes (Kevin Costner) is a young Texan who has just graduated from college and is unsure of what to do next. Along with his friends, collectively known as the Groovers, Gardner embarks on a road trip to the Rio Grande as a last hurrah for the group. As the trip progresses, Gardner and his buddies, including Kenneth Waggener (Sam Robards) and Phil Hicks (Judd Nelson), struggle with their impending adulthood and the looming issue of the Vietnam War.",63,78,"Fandango"
