"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Cecilia Atán, Valeria Pivato","Alejo Crisóstomo","Cecilia Atán, Valeria Pivato","Strand Releasing","Haddock Films, Strand Releasing","Drama","Spanish","May 4, 2018, Limited","Sep 16, 2018","$23.1K","1h 18m","Scope (2.35:1)","Teresa's life begins to fall apart when the family that employs her decides to sell their house.",89,53,"The Desert Bride"
