"Director","Producer","Rating","Genre","Original Language","Release Date (DVD)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Maggie Greenwald","Fred Berner, Brenda Goodman","R","History, Drama","English","Mar 29, 2011","$459.3K","2h 4m","Surround, Stereo","After becoming pregnant outside marriage, Josephine (Suzy Amis) is thrown out by her embarrassed upper-class family. With no money, she gives up the baby and travels west, where she constantly fears for her safety against predatory men. Josephine begins to masquerade as a man named Jo, and eventually settles down in a small town where she is employed as a sheepherder for Frank Badger (Bo Hopkins). Jo hides the truth until worker Tinman Wong (David Chung) is forced to move in with her.",77,62,"The Ballad of Little Jo"
