"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Runtime","Synopsis","Critics","Audiences","Title"
"Zoltan Korda","Benedict Bogeaus, Casey Robinson","Frank Arnold, Seymour Bennett, Casey Robinson","United Artists","Benedict Bogeaus Production","Drama","English","Apr 20, 1947, Original","1h 29m","Francis Macomber (Robert Preston) and his wife, Margaret (Joan Bennett), hire experienced hunter Robert Wilson (Gregory Peck) as their guide on a safari through Kenya. After embarking on the trip, Margaret becomes quickly and openly attracted to Robert. The safari guide refuses her advances, but the situation causes tension between husband and wife. When Margaret shoots Francis, it's up to a jury to decide whether she meant to kill her spouse or the stampeding buffalo behind him.",67,58,"The Macomber Affair"
