"Director","Producer","Screenwriter","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"David Grossman","Jordan Kerner, Gregg Hoffman","Jordan Moffet","PG","Kids & Family, Comedy","English","Mar 1, 2013","1h 26m","Surround","Guileless, feral man-child George (Christopher Showerman) is back living in his African home with his bride, Ursula (Julie Benz), and their son, George Jr. (Angus T. Jones), but the family is called back to the United States to help an old friend. While they are in Las Vegas, Ursula's old beau, Lyle (Thomas Haden Church), and her mother, Beatrice (Christina Pickles), conspire to keep her in ""civilization,"" while engineering the destruction of George's jungle habitat.",17,20,"George of the Jungle 2"
