"Director","Screenwriter","Distributor","Genre","Release Date (Theaters)","Release Date (Streaming)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Dziga Vertov","Dziga Vertov","Kino Video, Amkino Corporation, Image Entertainment Inc.","Documentary","Sep 16, 1929, Original","Jul 15, 2008","1h 9m","Academy (1.33:1)","Part documentary and part cinematic art, this film follows a city in the 1920s Soviet Union throughout the day, from morning to night. Directed by Dziga Vertov, with a variety of complex and innovative camera shots, the film depicts scenes of ordinary daily life in Russia. Vertov celebrates the modernity of the city, with its vast buildings, dense population and bustling industries. While there are no titles or narration, Vertov still naturally conveys the marvels of the modern city.",98,88,"The Man With a Movie Camera"
