"Director","Producer","Screenwriter","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"John A. Alonzo","Rand Holston","Ezra Sacks","Universal Pictures","PG","Musical, Comedy","English","Apr 20, 1978, Original","Aug 16, 2019","1h 44m","Surround","Los Angeles radio station QSKY tops the ratings charts by playing the best music with little advertising. When the corporate higher-ups push for more commercials, radio station manager Jeff Dugan (Michael Brandon) refuses to comply, which sends sales manager Regis Lamar (Tom Tarpey) running to the bosses. Dugan quits in defiance, but his loyal disc jockeys -- including Mother (Eileen Brennan), Eric Swan (Martin Mull) and the Prince of Darkness (Cleavon Little) -- protest with a lock-in.",20,63,"FM"
