"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Stéphane Brizé","Christophe Rossignon, Philip Boëffard","Stéphane Brizé, Olivier Gorce","Cinema Libre Studio","Nord-Ouest Films, France 3 Cinéma","Drama","French (France)","Jul 19, 2019, Limited","Oct 21, 2019","$3.6K","1h 54m","Scope (2.35:1)","Despite record profits -- and heavy sacrifices made by their employees -- the management of Perrin Industries decides to shut down a factory. The 1,100 employees decide to battle against the brutal decision in an attempt to save their jobs.",70,88,"At War"
