"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Peter Yates","Hal Landers, Bobby Roberts","William Goldman","20th Century Fox","Landers-Roberts Productions","PG","Comedy","English","Jan 26, 1972, Original","May 11, 2004","1h 45m","A man and his brother-in-law plan to steal a priceless diamond from the Brooklyn Museum. Helped by an expert getaway man and an explosives wizard, the daring duo steal the gem with a little assistance from bombs, a faked car crash and a little dressing up as uniformed guards and doctors. However, almost as soon as they get their hands on the loot and prepare to transfer it to an African diplomat, they lose it.",78,69,"The Hot Rock"
