"Director","Producer","Screenwriter","Distributor","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Pen-Ek Ratanaruang","Raymond Phathanavirangoon, Pawas Sawatchaiyamet","Pen-Ek Ratanaruang","Kino Lorber","Crime, Drama, Mystery & Thriller","Thai","Sep 28, 2012, Limited","Jan 30, 2016","1h 45m","A detective spends three months in a coma and sees everything upside down after he is shot in the head. He becomes an assassin and tries to eliminate anyone who lives above the law.",71,48,"Headshot"
