"Director","Screenwriter","Production Co","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Rodrigo Plá","Rodrigo Plá, Laura Santullo","Morena Films S.L., Vaca Films","Drama","Spanish (Spain)","1h 37m","Living in La Zona, a gated community in Mexico City, Alejandro (Daniel Tovar) has little idea of what goes on outside his isolated, privileged life. However, he soon catches a glimpse when several poor teenagers break in to La Zona to steal from the wealthy residents -- but their plans fall apart when an elderly woman is killed. With the community forming a mob to find the criminals, Alejandro is surprised to find one of the thieves (Alán Chávez) taking refuge in his basement.",80,73,"The Zone"
