"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Greg Pritikin","Richard Temtchine, Bob Fagan","Greg Pritikin","Artisan Entertainment","Quadrant Entertainment","R (Language)","Comedy, Drama","English","Sep 12, 2003, Wide","Aug 16, 2016","$71.3K","1h 30m","Surround, Stereo","Unhappy with his overall life, Steven Schoichet (Adrien Brody) decides to pursue his dream to be a professional ventriloquist. His family is neither supportive nor particularly critical. Luckily, Steven finds work through an attractive unemployment counselor (Vera Farmiga). While any potential romance is complicated by Steven's personal baggage -- and friends like Fangora (Milla Jovovich), who can't help giving bad relationship advice -- things start to change, thanks to his devotion to his art.",70,74,"Dummy"
