"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Darrell Rooney, Lynne Southerland","Jennifer Blohm","Michael Lucker, Chris Parker, Roger S.H. Schulman","Buena Vista (Walt Disney)","G","Kids & Family, Adventure, Animation","English","Jan 1, 2014","1h 19m","Surround","When Mulan (Ming-Na) accepts General Shang's (B.D. Wong) marriage proposal, her guardian, Mushu (Mark Moseley), fears that he will lose his place in her life as she is accepted into Shang's family. Meanwhile, the Emperor asks Mulan and her fiancé to accompany three princesses to meet their future spouses in a distant territory. During the course of their dangerous journey through China, Mushu attempts to break up the young couple, and unlikely relationships flourish.",0,43,"Mulan II"
