"Director","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Jack Sholder","Jim Kouf","New Line Cinema","R","Sci-Fi","English","Oct 30, 1987, Limited","Jul 1, 2008","$9.7M","1h 36m","An FBI agent (Kyle MacLachlan) and a homicide detective (Michael Nouri) hunt the current human host of an orally exchanged alien life-form.",76,72,"The Hidden"
