"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"James Clavell","James Clavell","E.R. Braithwaite, James Clavell","Columbia Pictures Corporation","Drama","English","Jun 14, 1967, Original","Apr 16, 2012","1h 45m","Stereo","American Mark Thackeray (Sidney Poitier) recently received his degree in engineering, but cannot find work. To make ends meet, he takes a job as a teacher in a rough London East End school populated mostly with troublemakers who were rejected from other schools for their behavior. While the students at first see Thackeray as just another teacher open for ridicule and bullying, his calm demeanor and desire to see them succeed gradually earn him their respect.",90,88,"To Sir, With Love"
